Id,H[mm],Theta
25331521000091011,1000,0.393
25331521000091011,2000,0.365
25331521000091011,4000,0.339
25331521000091011,10000,0.309
25331521000091011,150000,0.137
25331521000091012,0,0.467
25331521000091012,500,0.354
25331521000091012,1000,0.312
25331521000091012,2000,0.273
25331521000091012,4000,0.244
25331521000091012,10000,0.211
25331521000091012,150000,0.111
25331521000091013,0,0.477
25331521000091013,500,0.391
25331521000091013,1000,0.34
25331521000091013,2000,0.292
25331521000091013,4000,0.257
25331521000091013,10000,0.216
25331521000091013,150000,0.098
26111811000161011,0,0.474
26111811000161011,500,0.379
26111811000161011,1000,0.361
26111811000161011,2000,0.34
26111811000161011,4000,0.32
26111811000161011,10000,0.29
26111811000161011,150000,0.184
26111811000161012,0,0.4
26111811000161012,500,0.34
26111811000161012,1000,0.325
26111811000161012,2000,0.31
26111811000161012,4000,0.293
26111811000161012,10000,0.268
26111811000161012,150000,0.207
26111811000161013,0,0.38
26111811000161013,500,0.342
26111811000161013,1000,0.33
26111811000161013,2000,0.315
26111811000161013,4000,0.3
26111811000161013,10000,0.278
26111811000161013,150000,0.216
26111811000161014,0,0.333
26111811000161014,500,0.315
26111811000161014,1000,0.302
26111811000161014,2000,0.288
26111811000161014,4000,0.273
26111811000161014,10000,0.251
26111811000161014,150000,0.182
26111811000291011,0,0.484
26111811000291011,500,0.385
26111811000291011,1000,0.366
26111811000291011,2000,0.343
26111811000291011,4000,0.321
26111811000291011,10000,0.288
26111811000291011,150000,0.165
26111811000291012,0,0.416
26111811000291012,500,0.343
26111811000291012,1000,0.324
26111811000291012,2000,0.305
26111811000291012,4000,0.283
26111811000291012,10000,0.253
26111811000291012,150000,0.172
26111811000291013,0,0.368
26111811000291013,500,0.356
26111811000291013,1000,0.345
26111811000291013,2000,0.333
26111811000291013,4000,0.316
26111811000291013,10000,0.291
26111811000291013,150000,0.199
26111811000021011,0,0.475
26111811000021011,500,0.38
26111811000021011,1000,0.362
26111811000021011,2000,0.341
26111811000021011,4000,0.321
26111811000021011,10000,0.291
26111811000021011,150000,0.184
26111811000021012,0,0.403
26111811000021012,500,0.34
26111811000021012,1000,0.326
26111811000021012,2000,0.31
26111811000021012,4000,0.293
26111811000021012,10000,0.268
26111811000021012,150000,0.207
26111811000021013,0,0.364
26111811000021013,500,0.334
26111811000021013,1000,0.322
26111811000021013,2000,0.309
26111811000021013,4000,0.296
26111811000021013,10000,0.275
26111811000021013,150000,0.223
26111811000021014,0,0.349
26111811000021014,500,0.329
26111811000021014,1000,0.317
26111811000021014,2000,0.303
26111811000021014,4000,0.289
26111811000021014,10000,0.268
26111811000021014,150000,0.207
26111811000021015,0,0.375
26111811000021015,500,0.216
26111811000021015,1000,0.171
26111811000021015,2000,0.16
26111811000021015,4000,0.152
26111811000021015,10000,0.143
26111811000021015,150000,0.093
26111811000391011,0,0.484
26111811000391011,500,0.385
26111811000391011,1000,0.366
26111811000391011,2000,0.343
26111811000391011,4000,0.321
26111811000391011,10000,0.288
26111811000391011,150000,0.165
26111811000391012,0,0.417
26111811000391012,500,0.343
26111811000391012,1000,0.324
26111811000391012,2000,0.305
26111811000391012,4000,0.283
26111811000391012,10000,0.253
26111811000391012,150000,0.172
26111811000391013,0,0.412
26111811000391013,500,0.314
26111811000391013,1000,0.246
26111811000391013,2000,0.199
26111811000391013,4000,0.172
26111811000391013,10000,0.143
26111811000391013,150000,0.069
26111811000031011,0,0.473
26111811000031011,500,0.378
26111811000031011,1000,0.36
26111811000031011,2000,0.34
26111811000031011,4000,0.321
26111811000031011,10000,0.291
26111811000031011,150000,0.188
26111811000031012,0,0.409
26111811000031012,500,0.348
26111811000031012,1000,0.334
26111811000031012,2000,0.319
26111811000031012,4000,0.304
26111811000031012,10000,0.28
26111811000031012,150000,0.225
26111811000031013,0,0.412
26111811000031013,500,0.368
26111811000031013,1000,0.356
26111811000031013,2000,0.341
26111811000031013,4000,0.33
26111811000031013,10000,0.311
26111811000031013,150000,0.273
26111811000031014,0,0.448
26111811000031014,500,0.436
26111811000031014,1000,0.427
26111811000031014,2000,0.414
26111811000031014,4000,0.407
26111811000031014,10000,0.394
26111811000031014,150000,0.371
26111811000031015,0,0.344
26111811000031015,500,0.318
26111811000031015,1000,0.304
26111811000031015,2000,0.289
26111811000031015,4000,0.273
26111811000031015,10000,0.249
26111811000031015,150000,0.181
26111811000051011,0,0.473
26111811000051011,500,0.377
26111811000051011,1000,0.36
26111811000051011,2000,0.339
26111811000051011,4000,0.319
26111811000051011,10000,0.289
26111811000051011,150000,0.185
26111811000051012,0,0.402
26111811000051012,500,0.34
26111811000051012,1000,0.326
26111811000051012,2000,0.31
26111811000051012,4000,0.293
26111811000051012,10000,0.268
26111811000051012,150000,0.207
26111811000051013,0,0.371
26111811000051013,500,0.342
26111811000051013,1000,0.33
26111811000051013,2000,0.317
26111811000051013,4000,0.304
26111811000051013,10000,0.284
26111811000051013,150000,0.236
26111811000051014,0,0.353
26111811000051014,500,0.337
26111811000051014,1000,0.325
26111811000051014,2000,0.311
26111811000051014,4000,0.298
26111811000051014,10000,0.279
26111811000051014,150000,0.222
26111811000071011,0,0.474
26111811000071011,500,0.379
26111811000071011,1000,0.362
26111811000071011,2000,0.341
26111811000071011,4000,0.322
26111811000071011,10000,0.292
26111811000071011,150000,0.188
26111811000071012,0,0.412
26111811000071012,500,0.343
26111811000071012,1000,0.329
26111811000071012,2000,0.312
26111811000071012,4000,0.295
26111811000071012,10000,0.268
26111811000071012,150000,0.205
26111811000071013,0,0.399
26111811000071013,500,0.368
26111811000071013,1000,0.358
26111811000071013,2000,0.345
26111811000071013,4000,0.334
26111811000071013,10000,0.317
26111811000071013,150000,0.276
26111811000071014,0,0.354
26111811000071014,500,0.337
26111811000071014,1000,0.325
26111811000071014,2000,0.311
26111811000071014,4000,0.298
26111811000071014,10000,0.279
26111811000071014,150000,0.221
26112611300023021,0,0.645
26112611300023021,500,0.557
26112611300023021,1000,0.508
26112611300023021,2000,0.47
26112611300023021,4000,0.442
26112611300023021,10000,0.406
26112611300023021,150000,0.287
26112611300023022,0,0.628
26112611300023022,500,0.542
26112611300023022,1000,0.505
26112611300023022,2000,0.479
26112611300023022,4000,0.458
26112611300023022,10000,0.428
26112611300023022,150000,0.338
26112611300023023,0,0.558
26112611300023023,500,0.473
26112611300023023,1000,0.419
26112611300023023,2000,0.387
26112611300023023,4000,0.353
26112611300023023,10000,0.332
26112611300023023,150000,0.23
26112621000011011,0,0.556
26112621000011011,500,0.496
26112621000011011,1000,0.464
26112621000011011,2000,0.431
26112621000011011,4000,0.398
26112621000011011,10000,0.357
26112621000011011,150000,0.151
26112621000011012,0,0.446
26112621000011012,500,0.365
26112621000011012,1000,0.347
26112621000011012,2000,0.324
26112621000011012,4000,0.296
26112621000011012,10000,0.258
26112621000011012,150000,0.131
26112621000011013,0,0.389
26112621000011013,500,0.299
26112621000011013,1000,0.273
26112621000011013,2000,0.244
26112621000011013,4000,0.216
26112621000011013,10000,0.179
26112621000011013,150000,0.09
26112621000011014,0,0.349
26112621000011014,500,0.271
26112621000011014,1000,0.243
26112621000011014,2000,0.217
26112621000011014,4000,0.192
26112621000011014,10000,0.165
26112621000011014,150000,0.088
26112621000021011,0,0.556
26112621000021011,500,0.496
26112621000021011,1000,0.464
26112621000021011,2000,0.431
26112621000021011,4000,0.398
26112621000021011,10000,0.357
26112621000021011,150000,0.151
26112621000021012,0,0.443
26112621000021012,500,0.359
26112621000021012,1000,0.339
26112621000021012,2000,0.313
26112621000021012,4000,0.284
26112621000021012,10000,0.242
26112621000021012,150000,0.118
26112621000021013,0,0.395
26112621000021013,500,0.302
26112621000021013,1000,0.275
26112621000021013,2000,0.246
26112621000021013,4000,0.217
26112621000021013,10000,0.179
26112621000021013,150000,0.089
26112621000021014,0,0.352
26112621000021014,500,0.272
26112621000021014,1000,0.244
26112621000021014,2000,0.218
26112621000021014,4000,0.192
26112621000021014,10000,0.164
26112621000021014,150000,0.087
26112811180041011,0,0.471
26112811180041011,500,0.398
26112811180041011,1000,0.385
26112811180041011,2000,0.371
26112811180041011,4000,0.356
26112811180041011,10000,0.333
26112811180041011,150000,0.232
26112811180041012,0,0.44
26112811180041012,500,0.374
26112811180041012,1000,0.363
26112811180041012,2000,0.349
26112811180041012,4000,0.337
26112811180041012,10000,0.317
26112811180041012,150000,0.232
26112811180041013,0,0.4
26112811180041013,500,0.369
26112811180041013,1000,0.36
26112811180041013,2000,0.35
26112811180041013,4000,0.34
26112811180041013,10000,0.322
26112811180041013,150000,0.248
26112811180051011,0,0.471
26112811180051011,500,0.396
26112811180051011,1000,0.383
26112811180051011,2000,0.368
26112811180051011,4000,0.354
26112811180051011,10000,0.331
26112811180051011,150000,0.232
26112811180051012,0,0.44
26112811180051012,500,0.372
26112811180051012,1000,0.361
26112811180051012,2000,0.347
26112811180051012,4000,0.335
26112811180051012,10000,0.315
26112811180051012,150000,0.232
26112811180051013,0,0.407
26112811180051013,500,0.37
26112811180051013,1000,0.361
26112811180051013,2000,0.351
26112811180051013,4000,0.34
26112811180051013,10000,0.321
26112811180051013,150000,0.246
26112811180051014,0,0.36
26112811180051014,500,0.31
26112811180051014,1000,0.291
26112811180051014,2000,0.272
26112811180051014,4000,0.255
26112811180051014,10000,0.231
26112811180051014,150000,0.161
26112815000101011,0,0.505
26112815000101011,500,0.468
26112815000101011,1000,0.436
26112815000101011,2000,0.414
26112815000101011,4000,0.39
26112815000101011,10000,0.363
26112815000101011,150000,0.154
26112815000101012,0,0.465
26112815000101012,500,0.342
26112815000101012,1000,0.305
26112815000101012,2000,0.272
26112815000101012,4000,0.245
26112815000101012,10000,0.216
26112815000101012,150000,0.122
26112815000101013,0,0.455
26112815000101013,500,0.237
26112815000101013,1000,0.139
26112815000101013,2000,0.103
26112815000101013,4000,0.086
26112815000101013,10000,0.069
26112815000101013,150000,0.032
26112825000121011,0,0.501
26112825000121011,500,0.393
26112825000121011,1000,0.363
26112825000121011,2000,0.341
26112825000121011,4000,0.323
26112825000121011,10000,0.298
26112825000121011,150000,0.151
26112825000121012,0,0.494
26112825000121012,500,0.448
26112825000121012,1000,0.416
26112825000121012,2000,0.395
26112825000121012,4000,0.373
26112825000121012,10000,0.345
26112825000121012,150000,0.16
26112825000141011,0,0.501
26112825000141011,500,0.393
26112825000141011,1000,0.363
26112825000141011,2000,0.341
26112825000141011,4000,0.323
26112825000141011,10000,0.298
26112825000141011,150000,0.151
26112825000141012,0,0.434
26112825000141012,500,0.38
26112825000141012,1000,0.292
26112825000141012,2000,0.245
26112825000141012,4000,0.215
26112825000141012,10000,0.185
26112825000141012,150000,0.052
26112825000151011,0,0.501
26112825000151011,500,0.393
26112825000151011,1000,0.363
26112825000151011,2000,0.341
26112825000151011,4000,0.323
26112825000151011,10000,0.298
26112825000151011,150000,0.151
26112825000151012,0,0.551
26112825000151012,500,0.484
26112825000151012,1000,0.461
26112825000151012,2000,0.444
26112825000151012,4000,0.426
26112825000151012,10000,0.402
26112825000151012,150000,0.256
26112825000171011,0,0.501
26112825000171011,500,0.393
26112825000171011,1000,0.363
26112825000171011,2000,0.341
26112825000171011,4000,0.323
26112825000171011,10000,0.298
26112825000171011,150000,0.151
26112825000171012,0,0.487
26112825000171012,500,0.438
26112825000171012,1000,0.406
26112825000171012,2000,0.383
26112825000171012,4000,0.362
26112825000171012,10000,0.333
26112825000171012,150000,0.148
26112825000171013,0,0.483
26112825000171013,500,0.449
26112825000171013,1000,0.396
26112825000171013,2000,0.359
26112825000171013,4000,0.331
26112825000171013,10000,0.297
26112825000171013,150000,0.083
26112825000181011,0,0.522
26112825000181011,500,0.452
26112825000181011,1000,0.437
26112825000181011,2000,0.423
26112825000181011,4000,0.41
26112825000181011,10000,0.387
26112825000181011,150000,0.234
26112825000181012,0,0.503
26112825000181012,500,0.444
26112825000181012,1000,0.422
26112825000181012,2000,0.404
26112825000181012,4000,0.386
26112825000181012,10000,0.359
26112825000181012,150000,0.199
26112825000181013,0,0.486
26112825000181013,500,0.46
26112825000181013,1000,0.424
26112825000181013,2000,0.397
26112825000181013,4000,0.374
26112825000181013,10000,0.34
26112825000181013,150000,0.111
26112825000011011,0,0.503
26112825000011011,500,0.414
26112825000011011,1000,0.381
26112825000011011,2000,0.36
26112825000011011,4000,0.343
26112825000011011,10000,0.32
26112825000011011,150000,0.185
26112825000011012,0,0.454
26112825000011012,500,0.389
26112825000011012,1000,0.361
26112825000011012,2000,0.342
26112825000011012,4000,0.321
26112825000011012,10000,0.292
26112825000011012,150000,0.151
26112825000011013,0,0.51
26112825000011013,500,0.416
26112825000011013,1000,0.369
26112825000011013,2000,0.339
26112825000011013,4000,0.312
26112825000011013,10000,0.278
26112825000011013,150000,0.117
26112825000011014,0,0.471
26112825000011014,500,0.336
26112825000011014,1000,0.193
26112825000011014,2000,0.152
26112825000011014,4000,0.115
26112825000011014,10000,0.092
26112825000011014,150000,0.036
26112825000011015,0,0.506
26112825000011015,500,0.474
26112825000011015,1000,0.448
26112825000011015,2000,0.429
26112825000011015,4000,0.406
26112825000011015,10000,0.377
26112825000011015,150000,0.189
26112825000041011,0,0.498
26112825000041011,500,0.425
26112825000041011,1000,0.405
26112825000041011,2000,0.387
26112825000041011,4000,0.371
26112825000041011,10000,0.345
26112825000041011,150000,0.176
26112825000041012,0,0.485
26112825000041012,500,0.413
26112825000041012,1000,0.384
26112825000041012,2000,0.362
26112825000041012,4000,0.343
26112825000041012,10000,0.315
26112825000041012,150000,0.158
26112825000041013,0,0.48
26112825000041013,500,0.423
26112825000041013,1000,0.398
26112825000041013,2000,0.379
26112825000041013,4000,0.361
26112825000041013,10000,0.332
26112825000041013,150000,0.171
26112825000041014,0,0.515
26112825000041014,500,0.492
26112825000041014,1000,0.468
26112825000041014,2000,0.449
26112825000041014,4000,0.429
26112825000041014,10000,0.4
26112825000041014,150000,0.177
26112825000051011,0,0.498
26112825000051011,500,0.425
26112825000051011,1000,0.405
26112825000051011,2000,0.387
26112825000051011,4000,0.371
26112825000051011,10000,0.345
26112825000051011,150000,0.176
26112825000051012,0,0.485
26112825000051012,500,0.413
26112825000051012,1000,0.384
26112825000051012,2000,0.362
26112825000051012,4000,0.343
26112825000051012,10000,0.315
26112825000051012,150000,0.158
26112825000051013,0,0.48
26112825000051013,500,0.423
26112825000051013,1000,0.398
26112825000051013,2000,0.379
26112825000051013,4000,0.361
26112825000051013,10000,0.332
26112825000051013,150000,0.171
26112825000051014,0,0.5
26112825000051014,500,0.47
26112825000051014,1000,0.446
26112825000051014,2000,0.428
26112825000051014,4000,0.409
26112825000051014,10000,0.379
26112825000051014,150000,0.167
26112825000051015,0,0.481
26112825000051015,500,0.384
26112825000051015,1000,0.267
26112825000051015,2000,0.209
26112825000051015,4000,0.178
26112825000051015,10000,0.148
26112825000051015,150000,0.03
26112829140021011,0,0.434
26112829140021011,500,0.323
26112829140021011,1000,0.256
26112829140021011,2000,0.218
26112829140021011,4000,0.194
26112829140021011,10000,0.167
26112829140021011,150000,0.062
26112829140021012,0,0.868
26112829140021012,1000,0.85
26112829140021012,10000,0.6
26112829140021012,150000,0.15
26112829140021013,0,0.416
26112829140021013,500,0.382
26112829140021013,1000,0.28
26112829140021013,2000,0.227
26112829140021013,4000,0.192
26112829140021013,10000,0.162
26112829140021013,150000,0.056
26112830000091011,0,0.522
26112830000091011,500,0.436
26112830000091011,1000,0.407
26112830000091011,2000,0.376
26112830000091011,4000,0.345
26112830000091011,10000,0.31
26112830000091011,150000,0.188
26112830000091012,0,0.497
26112830000091012,500,0.408
26112830000091012,1000,0.383
26112830000091012,2000,0.356
26112830000091012,4000,0.328
26112830000091012,10000,0.296
26112830000091012,150000,0.196
26112830000091013,0,0.435
26112830000091013,500,0.361
26112830000091013,1000,0.34
26112830000091013,2000,0.322
26112830000091013,4000,0.301
26112830000091013,10000,0.275
26112830000091013,150000,0.205
26113015170051011,0,0.498
26113015170051011,500,0.416
26113015170051011,1000,0.394
26113015170051011,2000,0.366
26113015170051011,4000,0.34
26113015170051011,10000,0.302
26113015170051011,150000,0.132
26113015170051012,0,0.436
26113015170051012,500,0.362
26113015170051012,1000,0.342
26113015170051012,2000,0.317
26113015170051012,4000,0.293
26113015170051012,10000,0.26
26113015170051012,150000,0.131
26113015170051013,0,0.399
26113015170051013,500,0.341
26113015170051013,1000,0.315
26113015170051013,2000,0.29
26113015170051013,4000,0.27
26113015170051013,10000,0.242
26113015170051013,150000,0.124
26113015170061011,0,0.498
26113015170061011,500,0.416
26113015170061011,1000,0.394
26113015170061011,2000,0.366
26113015170061011,4000,0.34
26113015170061011,10000,0.302
26113015170061011,150000,0.132
26113015170061012,0,0.436
26113015170061012,500,0.362
26113015170061012,1000,0.342
26113015170061012,2000,0.317
26113015170061012,4000,0.293
26113015170061012,10000,0.26
26113015170061012,150000,0.131
26113015170061013,0,0.399
26113015170061013,500,0.341
26113015170061013,1000,0.315
26113015170061013,2000,0.29
26113015170061013,4000,0.27
26113015170061013,10000,0.242
26113015170061013,150000,0.124
26113031000141011,0,0.464
26113031000141011,500,0.368
26113031000141011,1000,0.347
26113031000141011,2000,0.327
26113031000141011,4000,0.31
26113031000141011,10000,0.287
26113031000141011,150000,0.176
26113031000141012,0,0.447
26113031000141012,500,0.365
26113031000141012,1000,0.344
26113031000141012,2000,0.324
26113031000141012,4000,0.303
26113031000141012,10000,0.278
26113031000141012,150000,0.168
26113031000141013,0,0.407
26113031000141013,500,0.356
26113031000141013,1000,0.334
26113031000141013,2000,0.316
26113031000141013,4000,0.298
26113031000141013,10000,0.274
26113031000141013,150000,0.161
26113031000151011,0,0.443
26113031000151011,500,0.329
26113031000151011,1000,0.302
26113031000151011,2000,0.281
26113031000151011,4000,0.263
26113031000151011,10000,0.242
26113031000151011,150000,0.145
26113031000151012,0,0.386
26113031000151012,500,0.292
26113031000151012,1000,0.269
26113031000151012,2000,0.255
26113031000151012,4000,0.241
26113031000151012,10000,0.224
26113031000151012,150000,0.157
26113031000151013,0,0.415
26113031000151013,500,0.322
26113031000151013,1000,0.257
26113031000151013,2000,0.21
26113031000151013,4000,0.182
26113031000151013,10000,0.152
26113031000151013,150000,0.074
26151212000012011,0,0.526
26151212000012011,500,0.442
26151212000012011,1000,0.407
26151212000012011,2000,0.376
26151212000012011,4000,0.346
26151212000012011,10000,0.308
26151212000012011,150000,0.149
26151212000012012,0,0.385
26151212000012012,500,0.329
26151212000012012,1000,0.312
26151212000012012,2000,0.292
26151212000012012,4000,0.27
26151212000012012,10000,0.239
26151212000012012,150000,0.132
26151212000012013,0,0.326
26151212000012013,500,0.257
26151212000012013,1000,0.229
26151212000012013,2000,0.208
26151212000012013,4000,0.188
26151212000012013,10000,0.169
26151212000012013,150000,0.112
26152312280021011,0,0.493
26152312280021011,500,0.377
26152312280021011,1000,0.343
26152312280021011,2000,0.295
26152312280021011,4000,0.258
26152312280021011,10000,0.207
26152312280021011,150000,0.097
26152312280021012,0,0.433
26152312280021012,500,0.322
26152312280021012,1000,0.288
26152312280021012,2000,0.243
26152312280021012,4000,0.209
26152312280021012,10000,0.166
26152312280021012,150000,0.094
26152312280021013,0,0.39
26152312280021013,500,0.286
26152312280021013,1000,0.25
26152312280021013,2000,0.214
26152312280021013,4000,0.195
26152312280021013,10000,0.17
26152312280021013,150000,0.112
26191121000052011,0,0.821
26191121000052011,1000,0.636
26191121000052011,10000,0.487
26191121000052011,150000,0.186
26191121000052012,0,0.821
26191121000052012,1000,0.636
26191121000052012,10000,0.487
26191121000052012,150000,0.186
26191121000072011,0,0.821
26191121000072011,1000,0.636
26191121000072011,10000,0.487
26191121000072011,150000,0.186
26191121000072012,0,0.821
26191121000072012,1000,0.636
26191121000072012,10000,0.487
26191121000072012,150000,0.186
26191121000072013,0,0.821
26191121000072013,1000,0.636
26191121000072013,10000,0.487
26191121000072013,150000,0.186
26191712000011011,0,0.494
26191712000011011,500,0.39
26191712000011011,1000,0.36
26191712000011011,2000,0.329
26191712000011011,4000,0.303
26191712000011011,10000,0.272
26191712000011011,150000,0.131
26191712000011012,0,0.471
26191712000011012,500,0.361
26191712000011012,1000,0.323
26191712000011012,2000,0.287
26191712000011012,4000,0.257
26191712000011012,10000,0.224
26191712000011012,150000,0.118
26191712000011013,0,0.45
26191712000011013,500,0.333
26191712000011013,1000,0.29
26191712000011013,2000,0.256
26191712000011013,4000,0.231
26191712000011013,10000,0.203
26191712000011013,150000,0.115
26191712000011014,0,0.441
26191712000011014,500,0.312
26191712000011014,1000,0.233
26191712000011014,2000,0.188
26191712000011014,4000,0.162
26191712000011014,10000,0.136
26191712000011014,150000,0.067
26191712000011021,0,0.47
26191712000011021,500,0.342
26191712000011021,1000,0.302
26191712000011021,2000,0.272
26191712000011021,4000,0.249
26191712000011021,10000,0.224
26191712000011021,150000,0.115
26191712000011022,0,0.455
26191712000011022,500,0.314
26191712000011022,1000,0.267
26191712000011022,2000,0.231
26191712000011022,4000,0.206
26191712000011022,10000,0.179
26191712000011022,150000,0.102
26191712000011023,0,0.43
26191712000011023,500,0.287
26191712000011023,1000,0.241
26191712000011023,2000,0.215
26191712000011023,4000,0.196
26191712000011023,10000,0.175
26191712000011023,150000,0.107
26191712000011024,0,0.453
26191712000011024,500,0.333
26191712000011024,1000,0.253
26191712000011024,2000,0.203
26191712000011024,4000,0.173
26191712000011024,10000,0.143
26191712000011024,150000,0.068
26191712000031011,0,0.495
26191712000031011,500,0.384
26191712000031011,1000,0.345
26191712000031011,2000,0.306
26191712000031011,4000,0.276
26191712000031011,10000,0.242
26191712000031011,150000,0.11
26191712000031012,0,0.477
26191712000031012,500,0.361
26191712000031012,1000,0.313
26191712000031012,2000,0.267
26191712000031012,4000,0.234
26191712000031012,10000,0.197
26191712000031012,150000,0.098
26191712000031013,0,0.475
26191712000031013,500,0.372
26191712000031013,1000,0.32
26191712000031013,2000,0.272
26191712000031013,4000,0.237
26191712000031013,10000,0.199
26191712000031013,150000,0.095
26191712000031014,0,0.453
26191712000031014,500,0.333
26191712000031014,1000,0.253
26191712000031014,2000,0.203
26191712000031014,4000,0.173
26191712000031014,10000,0.143
26191712000031014,150000,0.068
26191712000031021,0,0.465
26191712000031021,500,0.348
26191712000031021,1000,0.3
26191712000031021,2000,0.268
26191712000031021,4000,0.244
26191712000031021,10000,0.218
26191712000031021,150000,0.102
26191712000031022,0,0.458
26191712000031022,500,0.307
26191712000031022,1000,0.252
26191712000031022,2000,0.212
26191712000031022,4000,0.186
26191712000031022,10000,0.159
26191712000031022,150000,0.088
26191712000031023,0,0.444
26191712000031023,500,0.302
26191712000031023,1000,0.246
26191712000031023,2000,0.209
26191712000031023,4000,0.185
26191712000031023,10000,0.159
26191712000031023,150000,0.089
26191712000031024,0,0.442
26191712000031024,500,0.311
26191712000031024,1000,0.232
26191712000031024,2000,0.188
26191712000031024,4000,0.162
26191712000031024,10000,0.136
26191712000031024,150000,0.067
26192115290041021,0,0.532
26192115290041021,500,0.448
26192115290041021,1000,0.426
26192115290041021,2000,0.404
26192115290041021,4000,0.382
26192115290041021,10000,0.354
26192115290041021,150000,0.203
26192115290041022,0,0.476
26192115290041022,500,0.394
26192115290041022,1000,0.375
26192115290041022,2000,0.357
26192115290041022,4000,0.337
26192115290041022,10000,0.311
26192115290041022,150000,0.213
26192115290041023,0,0.446
26192115290041023,500,0.391
26192115290041023,1000,0.377
26192115290041023,2000,0.364
26192115290041023,4000,0.351
26192115290041023,10000,0.334
26192115290041023,150000,0.268
26212811240011011,0,0.496
26212811240011011,500,0.37
26212811240011011,1000,0.347
26212811240011011,2000,0.322
26212811240011011,4000,0.294
26212811240011011,10000,0.256
26212811240011011,150000,0.118
26212811240011012,0,0.391
26212811240011012,500,0.301
26212811240011012,1000,0.279
26212811240011012,2000,0.256
26212811240011012,4000,0.233
26212811240011012,10000,0.203
26212811240011012,150000,0.13
26212811240031011,0,0.488
26212811240031011,500,0.356
26212811240031011,1000,0.335
26212811240031011,2000,0.308
26212811240031011,4000,0.286
26212811240031011,10000,0.254
26212811240031011,150000,0.154
26212811240031012,0,0.375
26212811240031012,500,0.324
26212811240031012,1000,0.31
26212811240031012,2000,0.293
26212811240031012,4000,0.275
26212811240031012,10000,0.248
26212811240031012,150000,0.167
26212811240031013,0,0.356
26212811240031013,500,0.309
26212811240031013,1000,0.294
26212811240031013,2000,0.277
26212811240031013,4000,0.258
26212811240031013,10000,0.232
26212811240031013,150000,0.153
26252414000011041,0,0.868
26252414000011041,1000,0.85
26252414000011041,10000,0.6
26252414000011041,150000,0.15
26252414000011042,0,0.868
26252414000011042,1000,0.85
26252414000011042,10000,0.6
26252414000011042,150000,0.15
26252611000031011,0,0.47
26252611000031011,500,0.369
26252611000031011,1000,0.343
26252611000031011,2000,0.311
26252611000031011,4000,0.283
26252611000031011,10000,0.241
26252611000031011,150000,0.126
26252611000031012,0,0.407
26252611000031012,500,0.329
26252611000031012,1000,0.307
26252611000031012,2000,0.28
26252611000031012,4000,0.257
26252611000031012,10000,0.222
26252611000031012,150000,0.131
26252611000031013,0,0.384
26252611000031013,500,0.301
26252611000031013,1000,0.278
26252611000031013,2000,0.252
26252611000031013,4000,0.232
26252611000031013,10000,0.203
26252611000031013,150000,0.14
26252611000031014,0,0.327
26252611000031014,500,0.294
26252611000031014,1000,0.277
26252611000031014,2000,0.256
26252611000031014,4000,0.24
26252611000031014,10000,0.217
26252611000031014,150000,0.144
26252611000051011,0,0.47
26252611000051011,500,0.369
26252611000051011,1000,0.343
26252611000051011,2000,0.311
26252611000051011,4000,0.283
26252611000051011,10000,0.241
26252611000051011,150000,0.126
26252611000051012,0,0.403
26252611000051012,500,0.32
26252611000051012,1000,0.299
26252611000051012,2000,0.273
26252611000051012,4000,0.248
26252611000051012,10000,0.211
26252611000051012,150000,0.136
26252611000051013,0,0.383
26252611000051013,500,0.303
26252611000051013,1000,0.281
26252611000051013,2000,0.255
26252611000051013,4000,0.233
26252611000051013,10000,0.202
26252611000051013,150000,0.138
26252611000051014,0,0.368
26252611000051014,500,0.288
26252611000051014,1000,0.256
26252611000051014,2000,0.218
26252611000051014,4000,0.193
26252611000051014,10000,0.163
26252611000051014,150000,0.105
26252830250091011,0,0.527
26252830250091011,500,0.409
26252830250091011,1000,0.384
26252830250091011,2000,0.355
26252830250091011,4000,0.33
26252830250091011,10000,0.298
26252830250091011,150000,0.177
26252830250091012,0,0.445
26252830250091012,500,0.371
26252830250091012,1000,0.353
26252830250091012,2000,0.332
26252830250091012,4000,0.313
26252830250091012,10000,0.289
26252830250091012,150000,0.226
26281924000051011,0,0.594
26281924000051011,500,0.507
26281924000051011,1000,0.484
26281924000051011,2000,0.46
26281924000051011,4000,0.442
26281924000051011,10000,0.423
26281924000051011,150000,0.286
26281924000051012,0,0.554
26281924000051012,500,0.504
26281924000051012,1000,0.488
26281924000051012,2000,0.47
26281924000051012,4000,0.455
26281924000051012,10000,0.441
26281924000051012,150000,0.308
26281924000051013,0,0.463
26281924000051013,500,0.435
26281924000051013,1000,0.419
26281924000051013,2000,0.402
26281924000051013,4000,0.383
26281924000051013,10000,0.365
26281924000051013,150000,0.248
26281924000051014,0,0.374
26281924000051014,500,0.368
26281924000051014,1000,0.351
26281924000051014,2000,0.333
26281924000051014,4000,0.312
26281924000051014,10000,0.292
26281924000051014,150000,0.192
26281924000051015,0,0.365
26281924000051015,500,0.352
26281924000051015,1000,0.335
26281924000051015,2000,0.316
26281924000051015,4000,0.292
26281924000051015,10000,0.254
26281924000051015,150000,0.168
26281924000061011,0,0.594
26281924000061011,500,0.507
26281924000061011,1000,0.484
26281924000061011,2000,0.46
26281924000061011,4000,0.442
26281924000061011,10000,0.423
26281924000061011,150000,0.286
26281924000061012,0,0.554
26281924000061012,500,0.504
